Date,Close
2007-01-02,10.867635726928711
2007-01-03,10.585110664367676
2007-01-04,9.932414054870605
2007-01-05,10.031733512878418
2007-01-08,9.913492202758789
2007-01-09,9.927680969238281
2007-01-10,9.577682495117188
2007-01-11,9.695926666259766
2007-01-12,9.695926666259766
2007-01-15,9.790520668029785
2007-01-16,9.648629188537598
2007-01-17,9.691194534301758
2007-01-18,9.714844703674316
2007-01-19,9.714844703674316
2007-01-22,10.008087158203125
2007-01-23,9.861467361450195
2007-01-24,10.272951126098633
2007-01-25,9.956060409545898
2007-01-26,9.615520477294922
2007-01-29,9.695926666259766
2007-01-30,9.729034423828125
2007-01-31,9.904034614562988
2007-02-01,9.672280311584473
2007-02-02,9.606060981750488
2007-02-05,9.7053861618042
2007-02-06,9.435790061950684
2007-02-07,9.75741195678711
2007-02-08,9.643899917602539
2007-02-09,9.648629188537598
2007-02-12,9.691194534301758
2007-02-13,9.738494873046875
2007-02-14,9.941873550415039
2007-02-15,9.946602821350098
2007-02-16,10.107409477233887
2007-02-19,10.107409477233887
2007-02-20,10.027008056640625
2007-02-21,9.719573974609375
2007-02-22,9.837817192077637
2007-02-23,9.799980163574219
2007-02-26,10.116867065429688
2007-02-27,9.511466026306152
2007-02-28,9.52092456817627
2007-03-01,9.218226432800293
2007-03-02,9.114171981811523
2007-03-05,8.872954368591309
2007-03-06,8.854037284851074
2007-03-07,8.991199493408203
2007-03-08,9.147279739379883
2007-03-09,9.152006149291992
2007-03-12,9.000656127929688
2007-03-13,8.910791397094727
2007-03-14,8.726334571838379
2007-03-15,8.872954368591309
2007-03-16,8.986468315124512
2007-03-19,8.986468315124512
2007-03-20,8.943900108337402
2007-03-21,8.948630332946777
2007-03-22,9.010114669799805
2007-03-23,8.872954368591309
2007-03-26,8.920252799987793
2007-03-27,9.019576072692871
2007-03-28,8.915522575378418
2007-03-29,8.962821006774902
2007-03-30,9.010114669799805
2007-04-02,9.090521812438965
2007-04-03,9.222955703735352
2007-04-04,9.19918155670166
2007-04-05,9.089838027954102
2007-04-10,9.237215995788574
2007-04-11,9.318036079406738
2007-04-12,9.213446617126465
2007-04-13,9.156394958496094
2007-04-16,9.108856201171875
2007-04-17,8.990002632141113
2007-04-18,8.999510765075684
2007-04-19,8.856888771057129
2007-04-20,8.956727027893066
2007-04-23,8.828363418579102
2007-04-24,8.519346237182617
2007-04-25,8.59541130065918
2007-04-26,8.547871589660645
2007-04-27,8.400496482849121
2007-04-30,8.28164291381836
2007-05-02,8.28164291381836
2007-05-03,8.26262378692627
2007-05-04,8.443282127380371
2007-05-07,8.87590217590332
2007-05-08,8.44803524017334
2007-05-09,8.314920425415039
2007-05-10,8.23885440826416
2007-05-11,8.381477355957031
2007-05-14,8.362462043762207
2007-05-15,8.462295532226562
2007-05-16,8.519346237182617
2007-05-17,8.533609390258789
2007-05-18,8.410003662109375
2007-05-21,8.533609390258789
2007-05-22,8.576395988464355
2007-05-23,8.661970138549805
2007-05-24,8.942461967468262
2007-05-25,8.87590217590332
2007-05-28,9.208691596984863
2007-05-29,9.05180549621582
2007-05-30,8.932953834533691
2007-05-31,8.999510765075684
2007-06-01,9.1278715133667
2007-06-04,9.099344253540039
2007-06-05,8.909183502197266
2007-06-06,8.65721607208252
2007-06-07,8.552624702453613
2007-06-08,8.638200759887695
2007-06-11,8.700003623962402
2007-06-12,8.59541130065918
2007-06-13,8.752298355102539
2007-06-14,8.932953834533691
2007-06-15,8.937707901000977
2007-06-18,8.980494499206543
2007-06-19,8.837869644165039
2007-06-20,8.861641883850098
2007-06-21,8.761805534362793
2007-06-22,8.623937606811523
2007-06-25,8.547871589660645
2007-06-26,8.509838104248047
2007-06-27,8.43852710723877
2007-06-28,8.547871589660645
2007-06-29,8.623937606811523
2007-07-02,8.467053413391113
2007-07-03,8.481313705444336
2007-07-04,8.639531135559082
2007-07-05,8.5436429977417
2007-07-06,8.59158706665039
2007-07-09,8.687474250793457
2007-07-10,8.471725463867188
2007-07-11,8.567614555358887
2007-07-12,8.687474250793457
2007-07-13,8.836101531982422
2007-07-16,8.759391784667969
2007-07-17,8.816923141479492
2007-07-18,8.740212440490723
2007-07-19,8.864867210388184
2007-07-20,8.773772239685059
2007-07-23,8.735419273376465
2007-07-24,8.629940032958984
2007-07-25,8.797746658325195
2007-07-26,8.936781883239746
2007-07-27,8.955960273742676
2007-07-30,8.96075439453125
2007-07-31,9.19568157196045
2007-08-01,9.10938549041748
2007-08-02,9.157327651977539
2007-08-03,9.142942428588867
2007-08-06,9.10459041595459
2007-08-07,9.281982421875
2007-08-08,9.329923629760742
2007-08-09,9.09499740600586
2007-08-10,8.716240882873535
2007-08-13,8.970343589782715
2007-08-14,8.76418399810791
2007-08-15,8.860071182250977
2007-08-16,8.275154113769531
2007-08-17,8.375836372375488
2007-08-20,8.337480545043945
2007-08-21,8.356661796569824
2007-08-22,8.558024406433105
2007-08-23,8.581995964050293
2007-08-24,8.634736061096191
2007-08-27,8.64911937713623
2007-08-28,8.471725463867188
2007-08-29,8.615559577941895
2007-08-30,8.711446762084961
2007-08-31,8.850483894348145
2007-09-03,8.91760540008545
2007-09-04,8.951165199279785
2007-09-05,8.816923141479492
2007-09-06,9.013492584228516
2007-09-07,8.807337760925293
2007-09-10,8.721034049987793
2007-09-11,8.778569221496582
2007-09-12,8.754594802856445
2007-09-13,8.788155555725098
2007-09-14,8.783360481262207
2007-09-17,8.701855659484863
2007-09-18,9.10938549041748
2007-09-19,9.353899002075195
2007-09-20,9.416223526000977
2007-09-21,9.540875434875488
2007-09-24,9.83813190460205
2007-09-25,9.545670509338379
2007-09-26,10.221687316894531
2007-09-27,10.087443351745605
2007-09-28,10.116207122802734
2007-10-01,10.1593599319458
2007-10-02,9.981966018676758
2007-10-03,10.034703254699707
2007-10-04,9.996164321899414
2007-10-05,10.092514038085938
2007-10-08,9.991350173950195
2007-10-09,10.058793067932129
2007-10-10,9.95280647277832
2007-10-11,10.044342994689941
2007-10-12,9.972078323364258
2007-10-15,9.69748306274414
2007-10-16,9.567414283752441
2007-10-17,9.716753005981445
2007-10-18,9.586679458618164
2007-10-19,9.62522029876709
2007-10-22,9.408439636230469
2007-10-23,9.972078323364258
2007-10-24,10.164772987365723
2007-10-25,10.082878112792969
2007-10-26,10.078060150146484
2007-10-29,9.745656967163086
2007-10-30,9.552959442138672
2007-10-31,9.808282852172852
2007-11-01,9.509601593017578
2007-11-02,9.393986701965332
2007-11-05,9.46624755859375
2007-11-06,9.654126167297363
2007-11-07,9.548141479492188
2007-11-08,9.630041122436523
2007-11-09,9.442160606384277
2007-11-12,9.302451133728027
2007-11-13,9.157930374145508
2007-11-14,9.239828109741211
2007-11-15,9.18201732635498
2007-11-16,9.071215629577637
2007-11-19,8.936327934265137
2007-11-20,9.157930374145508
2007-11-21,8.864067077636719
2007-11-22,8.796624183654785
2007-11-23,8.748448371887207
2007-11-26,8.714727401733398
2007-11-27,8.599109649658203
2007-11-28,8.671370506286621
2007-11-29,8.82552719116211
2007-11-30,8.878521919250488
2007-12-03,8.748448371887207
2007-12-04,8.58947467803955
2007-12-05,8.806259155273438
2007-12-06,8.695455551147461
2007-12-07,8.89778995513916
2007-12-10,8.753267288208008
2007-12-11,8.729181289672852
2007-12-12,8.661736488342285
2007-12-13,8.546120643615723
2007-12-14,8.435317993164062
2007-12-17,8.406413078308105
2007-12-18,8.329334259033203
2007-12-19,8.295611381530762
2007-12-20,8.20889949798584
2007-12-21,8.237804412841797
2007-12-27,8.199262619018555
2007-12-28,8.107731819152832
2008-01-02,8.07401180267334
2008-01-03,7.972841739654541
2008-01-04,7.87591028213501
2008-01-07,7.662656307220459
2008-01-08,7.822593688964844
2008-01-09,7.783821105957031
2008-01-10,7.706273078918457
2008-01-11,7.6917338371276855
2008-01-14,7.604494571685791
2008-01-15,7.367005348205566
2008-01-16,7.177984237670898
2008-01-17,7.221603870391846
2008-01-18,7.386393070220947
2008-01-21,7.192524433135986
2008-01-22,7.342769622802734
2008-01-23,7.182829856872559
2008-01-24,7.575412750244141
2008-01-25,7.575412750244141
2008-01-28,7.502715110778809
2008-01-29,7.677194595336914
2008-01-30,7.63357400894165
2008-01-31,7.652961730957031
2008-02-01,7.900143623352051
2008-02-04,7.997077465057373
2008-02-05,7.6432671546936035
2008-02-06,7.774128437042236
2008-02-07,7.575412750244141
2008-02-08,7.682040214538574
2008-02-11,7.594801425933838
2008-02-12,7.900143623352051
2008-02-13,7.880756855010986
2008-02-14,7.919530868530273
2008-02-15,7.832289218902588
2008-02-18,7.9486083984375
2008-02-19,7.885603427886963
2008-02-20,7.87591028213501
2008-02-21,8.016464233398438
2008-02-22,7.9486083984375
2008-02-25,7.856522083282471
2008-02-26,8.05523681640625
2008-02-27,8.161866188049316
2008-02-28,8.05523681640625
2008-02-29,8.074626922607422
2008-03-03,7.997077465057373
2008-03-04,7.9486083984375
2008-03-05,8.16671371459961
2008-03-06,8.089166641235352
2008-03-07,7.967998027801514
2008-03-10,7.769282817840576
2008-03-11,7.871062278747559
2008-03-12,7.9049906730651855
2008-03-13,7.86137056350708
2008-03-14,7.900143623352051
2008-03-17,7.556026935577393
2008-03-18,7.7305097579956055
2008-03-19,7.701428413391113
2008-03-20,7.667501926422119
2008-03-25,7.7547407150268555
2008-03-26,7.871062278747559
2008-03-27,8.142477989196777
2008-03-28,8.3993558883667
2008-03-31,8.510828018188477
2008-04-01,8.583528518676758
2008-04-02,8.583528518676758
2008-04-03,8.535061836242676
2008-04-04,8.530187606811523
2008-04-07,8.554559707641602
2008-04-08,8.783658027648926
2008-04-09,8.603304862976074
2008-04-10,8.5155668258667
2008-04-11,8.461945533752441
2008-04-14,8.359586715698242
2008-04-15,8.374205589294434
2008-04-16,8.749537467956543
2008-04-17,8.554559707641602
2008-04-18,8.715415954589844
2008-04-21,8.42782974243164
2008-04-22,8.535063743591309
2008-04-23,8.23284912109375
2008-04-24,8.145111083984375
2008-04-25,8.242600440979004
2008-04-28,8.379083633422852
2008-04-29,8.315714836120605
2008-04-30,8.481446266174316
2008-05-02,8.569185256958008
2008-05-05,8.671546936035156
2008-05-06,8.661796569824219
2008-05-07,8.574058532714844
2008-05-08,8.666671752929688
2008-05-09,8.564308166503906
2008-05-12,8.666671752929688
2008-05-13,8.60817813873291
2008-05-14,8.788531303405762
2008-05-15,8.85677433013916
2008-05-16,8.886019706726074
2008-05-19,8.929888725280762
2008-05-20,8.666671752929688
2008-05-21,8.725165367126465
2008-05-22,8.691043853759766
2008-05-23,8.213354110717773
2008-05-26,8.23284912109375
2008-05-27,8.193855285644531
2008-05-28,8.379083633422852
2008-05-29,8.266973495483398
2008-05-30,8.296217918395996
2008-06-02,8.174359321594238
2008-06-03,8.335212707519531
2008-06-04,8.21822738647461
2008-06-05,8.052499771118164
2008-06-06,7.89164400100708
2008-06-09,7.82340145111084
2008-06-10,7.506566047668457
2008-06-11,7.40420389175415
2008-06-12,7.423701763153076
2008-06-13,7.472445487976074
2008-06-16,7.462697505950928
2008-06-17,7.521189212799072
2008-06-18,7.311590194702148
2008-06-19,7.389579772949219
2008-06-20,7.326212406158447
2008-06-23,7.136111736297607
2008-06-24,7.238473892211914
2008-06-25,7.223850250244141
2008-06-26,7.101991176605225
2008-06-27,7.223850250244141
2008-06-30,7.1312384605407715
2008-07-01,6.872896194458008
2008-07-02,6.7607831954956055
2008-07-03,6.57555627822876
2008-07-04,6.472043991088867
2008-07-07,6.521334648132324
2008-07-08,6.398106575012207
2008-07-09,6.531193256378174
2008-07-10,6.496690273284912
2008-07-11,6.294591903686523
2008-07-14,6.338955402374268
2008-07-15,6.146716594696045
2008-07-16,6.151646614074707
2008-07-17,6.343885898590088
2008-07-18,6.565698146820068
2008-07-21,6.619921684265137
2008-07-22,6.614992141723633
2008-07-23,6.802301406860352
2008-07-24,6.225582599639893
2008-07-25,6.077706813812256
2008-07-28,6.062920093536377
2008-07-29,6.097423076629639
2008-07-30,6.2995219230651855
2008-07-31,6.27980375289917
2008-08-01,6.191079616546631
2008-08-04,6.136857509613037
2008-08-05,6.240370273590088
2008-08-06,6.35867166519165
2008-08-07,6.44246768951416
2008-08-08,6.4671149253845215
2008-08-11,6.585414409637451
2008-08-12,6.6002044677734375
2008-08-13,6.545981407165527
2008-08-14,6.521334648132324
2008-08-15,6.4473958015441895
2008-08-18,6.4473958015441895
2008-08-19,6.181222438812256
2008-08-20,6.265017509460449
2008-08-21,6.338955402374268
2008-08-22,6.476972579956055
2008-08-25,6.422752380371094
2008-08-26,6.432610034942627
2008-08-27,6.44246768951416
2008-08-28,6.481902599334717
2008-08-29,6.373459339141846
2008-09-01,6.32909631729126
2008-09-02,6.265017509460449
2008-09-03,6.215725421905518
2008-09-04,6.102354049682617
2008-09-05,5.969264984130859
2008-09-08,6.038275718688965
2008-09-09,5.841105937957764
2008-09-10,5.9889817237854
2008-09-11,6.171363353729248
2008-09-12,6.196010112762451
2008-09-15,6.023486614227295
2008-09-16,5.9741926193237305
2008-09-17,5.673513889312744
2008-09-18,5.678444862365723
2008-09-19,6.186151504516602
2008-09-22,6.166433811187744
2008-09-23,6.11221170425415
2008-09-24,6.043201923370361
2008-09-25,6.161503791809082
2008-09-26,6.186151504516602
2008-09-29,5.910114765167236
2008-09-30,6.191079616546631
2008-10-01,6.11221170425415
2008-10-02,5.860823154449463
2008-10-03,6.014924049377441
2008-10-06,5.61724328994751
2008-10-07,5.542677879333496
2008-10-08,5.59238862991333
2008-10-09,5.274242877960205
2008-10-10,4.856678009033203
2008-10-13,5.3090410232543945
2008-10-14,5.338865756988525
2008-10-15,4.980953693389893
2008-10-16,4.911359786987305
2008-10-17,4.926271915435791
2008-10-20,4.916329860687256
2008-10-21,4.941185474395752
2008-10-22,4.573329448699951
2008-10-23,4.6777215003967285
2008-10-24,4.45899772644043
2008-10-27,4.185591697692871
2008-10-28,4.314838886260986
2008-10-29,4.613098621368408
2008-10-30,4.801997661590576
2008-10-31,4.856678009033203
2008-11-03,4.911359786987305
2008-11-04,5.468111991882324
2008-11-05,5.254358291625977
2008-11-06,4.896446228027344
2008-11-07,5.130082607269287
2008-11-10,5.199678421020508
2008-11-11,4.946155548095703
2008-11-12,4.752287864685059
2008-11-13,4.936214447021484
2008-11-14,4.985924243927002
2008-11-17,4.911359786987305
2008-11-18,4.916329860687256
2008-11-19,4.8119401931762695
2008-11-20,4.826852321624756
2008-11-21,4.886504173278809
2008-11-24,5.214591979980469
2008-11-25,5.234473705291748
2008-11-26,5.378633499145508
2008-11-27,5.492969036102295
2008-11-28,5.234473705291748
2008-12-01,5.110199451446533
2008-12-02,5.537707328796387
2008-12-03,5.696779251098633
2008-12-04,5.681866645812988
2008-12-05,5.438286781311035
2008-12-08,5.666953086853027
2008-12-09,6.129257678985596
2008-12-10,6.213764667510986
2008-12-11,6.079546928405762
2008-12-12,6.029836177825928
2008-12-15,6.08949089050293
2008-12-16,6.149139881134033
2008-12-17,5.990067958831787
2008-12-18,5.980125904083252
2008-12-19,5.776316165924072
2008-12-22,5.647069454193115
